0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.222234010696411133e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.223973274230957031e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.227072238922119141e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.228648185729980469e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.230172872543334961e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.249669075012207031e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.266115188598632812e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.289588212966918945e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.307470321655273438e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.328590393066406250e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.351003646850585938e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.369862556457519531e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.393247604370117188e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.411468982696533203e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427243471145629883e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448422431945800781e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.478002309799194336e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.497946023941040039e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.512167692184448242e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.526605606079101562e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.552241086959838867e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.571118116378784180e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.593714475631713867e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.606529235839843750e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625548601150512695e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.650783777236938477e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666817426681518555e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.693884611129760742e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.704885959625244141e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.724844694137573242e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750234365463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.770724058151245117e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.797835111618041992e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.804842472076416016e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.826089382171630859e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.850792169570922852e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.867442607879638672e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.889543056488037109e+00,0.000000000000000000e+00,0.000000000000000000e+00
