0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.753877401351928711e+00,5.087869519848742250e-03,9.961217319544131421e-02,-1.219429398542495102e+00
9.783477544784545898e+00,6.796192586730739026e-03,9.982465920907282464e-02,-1.327991398560461000e+00
9.813701629638671875e+00,8.150970746807935374e-03,9.991675645050668297e-02,-1.368765302549774354e+00
9.851755142211914062e+00,9.633575887349192512e-03,9.999304003935050034e-02,-1.396395908551598897e+00
9.874493360519409180e+00,1.076151488133100277e-02,9.995104054472994659e-02,-1.416775116209025853e+00
9.910012245178222656e+00,1.188463557935800878e-02,1.002701390161405415e-01,-1.429855032292166594e+00
9.943288087844848633e+00,1.325925821877767252e-02,1.005763087956756535e-01,-1.439684803546685821e+00
9.978521823883056641e+00,1.424205909211979405e-02,1.005225172427057778e-01,-1.447257202185393998e+00
1.000789833068847656e+01,1.584329450672515224e-02,1.009209013651748976e-01,-1.454484831579374582e+00
1.004589605331420898e+01,1.721166176889551980e-02,1.008445212286919329e-01,-1.458775636679899401e+00
1.008580875396728516e+01,1.867378188816798401e-02,1.009852264991573656e-01,-1.462543788593845262e+00
1.012208795547485352e+01,1.999942681589141416e-02,1.008783003975071424e-01,-1.465293824548149271e+00
1.015365099906921387e+01,2.099331243631939736e-02,1.010413230561451325e-01,-1.466334949920447439e+00
1.019312477111816406e+01,2.243572805428733358e-02,1.009202341304891865e-01,-1.467494559288484934e+00
1.023615145683288574e+01,2.368031626804044040e-02,1.010573039750787133e-01,-1.467669370262600692e+00
1.026885032653808594e+01,2.456640665020973571e-02,1.012051461904715510e-01,-1.467586468645627473e+00
1.028468418121337891e+01,2.556190281135250694e-02,1.009745421640366458e-01,-1.467595823977004166e+00
1.031348085403442383e+01,2.657274766416298922e-02,1.012353398870468879e-01,-1.466909040319251956e+00
1.034605789184570312e+01,2.755494742998059604e-02,1.009981069711787249e-01,-1.466493602812144026e+00
1.038621711730957031e+01,2.852372055755171207e-02,1.009869427847937262e-01,-1.465412772968176736e+00
1.041871070861816406e+01,2.974177883334149994e-02,1.009503375636184447e-01,-1.464041591489134264e+00
1.048144292831420898e+01,3.048798492344170427e-02,1.008400599814279763e-01,-1.462978308585527021e+00
1.049320578575134277e+01,3.147667089573226440e-02,1.009260234168775361e-01,-1.461129113689610071e+00
1.052510070800781250e+01,3.223409180682107467e-02,1.008017422935877649e-01,-1.459764197371417938e+00
1.056988620758056641e+01,3.321692265034708463e-02,1.010100897323107649e-01,-1.457640679752391533e+00
1.060269594192504883e+01,3.418735863012069970e-02,1.008334650862143383e-01,-1.455540448153705979e+00
1.064493775367736816e+01,3.526692993975353435e-02,1.007772807614615851e-01,-1.453376307366625708e+00
1.068219566345214844e+01,3.599201703326838225e-02,1.004013339219656659e-01,-1.451863592557772087e+00
1.071758770942687988e+01,3.698790052391402045e-02,1.005781376612775724e-01,-1.449276348143585302e+00
1.074363327026367188e+01,3.774437876456671059e-02,1.004301695890715551e-01,-1.447417280196262368e+00
1.078117966651916504e+01,3.852015921934273668e-02,1.005295017141544095e-01,-1.445412773616777447e+00
1.081206512451171875e+01,3.933682901942855276e-02,1.000944737626189157e-01,-1.442976032708187750e+00
1.086507201194763184e+01,3.975441636791363087e-02,1.002199339383741949e-01,-1.440854147928777085e+00
1.090001654624938965e+01,4.046643954923356129e-02,1.002602302641364684e-01,-1.437394626049754764e+00
1.091713643074035645e+01,4.100656860935389392e-02,1.003659827308845537e-01,-1.435192298544364142e+00
1.096220016479492188e+01,4.165495171573248973e-02,1.003337348581498784e-01,-1.433019174399650097e+00
1.099322652816772461e+01,4.225244665616335188e-02,1.001510436489764372e-01,-1.430202747796157858e+00
1.102477717399597168e+01,4.278493486910196764e-02,1.002594788805921538e-01,-1.428009659248154373e+00
1.106220817565917969e+01,4.330593117456829622e-02,1.002350562570030884e-01,-1.425812723972694096e+00
1.109832358360290527e+01,4.383781803037477276e-02,1.005494255950424576e-01,-1.422734393542099740e+00
1.112677764892578125e+01,4.466170772812656786e-02,1.003359653971157700e-01,-1.419924682288399742e+00
