0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.296322822570800781e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400480747222900391e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.485937118530273438e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.583045005798339844e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.682420253753662109e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.784089088439941406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.882050514221191406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.983552455902099609e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.082224369049072266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.182569980621337891e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.281837940216064453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.381477832794189453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.480843544006347656e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.580686092376708984e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.681863784790039062e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.781446456909179688e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.881033897399902344e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.981274604797363281e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.081658363342285156e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.184025764465332031e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.284533500671386719e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.381972789764404297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.480444431304931641e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.582616329193115234e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.682413578033447266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.783338546752929688e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.883822441101074219e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.982921123504638672e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.081576347351074219e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.180906295776367188e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.289567947387695312e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.382501125335693359e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482393741607666016e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.584923267364501953e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.683144569396972656e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.782667636871337891e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.881942749023437500e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000713348388671875e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.083861827850341797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.183232307434082031e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.282035350799560547e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.382276058197021484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.481689453125000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.581353187561035156e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.680921554565429688e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.782413959503173828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.883930206298828125e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.983720302581787109e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.083314895629882812e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.208222389221191406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
