0.000000000000000000e+00,0.000000000000000000e+00
1.156330347061157227e+00,9.220000505447387695e-01
1.168203592300415039e+00,9.220000505447387695e-01
1.203730106353759766e+00,9.199999570846557617e-01
1.205729484558105469e+00,9.199999570846557617e-01
1.206854104995727539e+00,9.199999570846557617e-01
1.212507009506225586e+00,9.199999570846557617e-01
1.299813985824584961e+00,9.199999570846557617e-01
1.404976129531860352e+00,9.220000505447387695e-01
1.505245208740234375e+00,9.199999570846557617e-01
1.605941057205200195e+00,9.199999570846557617e-01
1.706806659698486328e+00,9.220000505447387695e-01
1.803894519805908203e+00,9.199999570846557617e-01
1.899812698364257812e+00,9.199999570846557617e-01
2.004936218261718750e+00,9.199999570846557617e-01
2.104499578475952148e+00,9.199999570846557617e-01
2.204759359359741211e+00,9.259999990463256836e-01
2.305086851119995117e+00,9.199999570846557617e-01
2.402981042861938477e+00,9.279999732971191406e-01
2.505243778228759766e+00,9.199999570846557617e-01
2.610195398330688477e+00,9.199999570846557617e-01
2.702738285064697266e+00,9.199999570846557617e-01
2.807339429855346680e+00,9.220000505447387695e-01
2.905136108398437500e+00,9.220000505447387695e-01
3.007976293563842773e+00,9.199999570846557617e-01
3.099293708801269531e+00,9.199999570846557617e-01
3.204998016357421875e+00,9.199999570846557617e-01
3.306074619293212891e+00,9.220000505447387695e-01
3.409554719924926758e+00,9.199999570846557617e-01
3.509752750396728516e+00,9.199999570846557617e-01
3.605123281478881836e+00,9.199999570846557617e-01
3.708566188812255859e+00,9.220000505447387695e-01
3.798826694488525391e+00,9.199999570846557617e-01
3.902465105056762695e+00,9.199999570846557617e-01
3.999110937118530273e+00,9.199999570846557617e-01
4.109659433364868164e+00,9.199999570846557617e-01
4.208275556564331055e+00,9.199999570846557617e-01
4.306773424148559570e+00,9.199999570846557617e-01
4.408457756042480469e+00,9.239999651908874512e-01
4.502627849578857422e+00,9.239999651908874512e-01
4.607890844345092773e+00,9.199999570846557617e-01
4.708846092224121094e+00,9.199999570846557617e-01
4.810973167419433594e+00,9.199999570846557617e-01
4.907287597656250000e+00,9.199999570846557617e-01
5.012240648269653320e+00,9.030714316169893285e-01
5.108348369598388672e+00,9.030754404494188980e-01
5.210787534713745117e+00,9.030778921181644714e-01
5.305426120758056641e+00,9.030816641423345947e-01
5.405220985412597656e+00,9.030749445077229653e-01
5.511178493499755859e+00,9.030844478800720276e-01
5.602226972579956055e+00,9.030958447568954162e-01
5.699160814285278320e+00,9.030909483533126059e-01
5.806192636489868164e+00,9.030896666575219944e-01
5.904128789901733398e+00,9.030928032818555939e-01
6.007549047470092773e+00,9.030949609183026583e-01
6.108537197113037109e+00,9.050621942155943067e-01
6.209575414657592773e+00,9.030951833787583816e-01
6.303944826126098633e+00,9.030996735120788710e-01
6.407302141189575195e+00,9.031032853533468296e-01
6.507358312606811523e+00,9.050652543957330431e-01
6.610429525375366211e+00,9.031057264539034124e-01
6.703411817550659180e+00,9.031023614121599374e-01
6.804829359054565430e+00,9.031107923391411552e-01
6.908519506454467773e+00,9.031123616713496727e-01
7.007492780685424805e+00,9.031138418366685405e-01
7.107084035873413086e+00,9.031144920025878653e-01
7.208285570144653320e+00,9.031187278796684037e-01
7.302519321441650391e+00,9.031217313908117550e-01
7.405287504196166992e+00,9.031243761102661916e-01
7.503872156143188477e+00,9.031291738302870131e-01
7.606462717056274414e+00,9.031270547143339655e-01
7.709033966064453125e+00,9.031253490320216848e-01
7.812013149261474609e+00,9.031245091878336018e-01
7.908501148223876953e+00,9.031294461595118506e-01
8.002590656280517578e+00,9.031317896390115285e-01
8.103595495223999023e+00,9.031333834247244896e-01
8.208595752716064453e+00,9.070561582550448199e-01
8.307672262191772461e+00,9.031258893100608809e-01
8.408168554306030273e+00,9.031287317554920202e-01
8.508338451385498047e+00,9.031295573369199081e-01
8.606821298599243164e+00,9.031256037931014724e-01
8.705875635147094727e+00,9.031236138073380770e-01
8.808045625686645508e+00,9.031243339076899801e-01
8.907934904098510742e+00,9.031305504782674021e-01
9.006328105926513672e+00,9.031268386383766167e-01
9.109493255615234375e+00,9.031328842391823652e-01
9.202396869659423828e+00,9.031304441929977056e-01
9.307948350906372070e+00,9.031338349096187379e-01
9.408565998077392578e+00,9.031352158543555220e-01
9.508512258529663086e+00,9.031395838926256081e-01
9.607880830764770508e+00,9.031405124693432374e-01
9.709594488143920898e+00,9.070649823484469021e-01
9.807144641876220703e+00,9.051036008293195101e-01
9.908676862716674805e+00,9.031412125158576609e-01
1.000255417823791504e+01,9.051068036857652377e-01
1.011036705970764160e+01,9.031481363770476056e-01
1.020893836021423340e+01,9.031421313599666822e-01
1.031046175956726074e+01,9.031345563151305100e-01
1.040891933441162109e+01,9.031323733365782536e-01
1.050581884384155273e+01,9.031360792449310004e-01
1.060858154296875000e+01,9.031374595976298103e-01
1.070330739021301270e+01,9.031374452407173736e-01
1.080963397026062012e+01,9.051022681013491944e-01
1.090528082847595215e+01,9.031435460197337894e-01
1.100796198844909668e+01,9.051182559697441565e-01
1.110261821746826172e+01,9.031573013509809345e-01
1.150178694725036621e+01,9.051318902834200042e-01
1.190392732620239258e+01,9.051306932255429594e-01
1.230946922302246094e+01,9.031787273377686054e-01
1.270329213142395020e+01,9.031881910786667689e-01
1.310889887809753418e+01,9.031957141860412763e-01
1.350599288940429688e+01,9.031944677254348797e-01
1.390807199478149414e+01,9.031884059252421881e-01
1.430812120437622070e+01,9.031729657534445233e-01
1.470859265327453613e+01,9.031655948226747777e-01
1.510741043090820312e+01,9.051171116329075339e-01
1.550093221664428711e+01,9.051159058611598640e-01
1.590942692756652832e+01,9.031557708676757334e-01
1.630558824539184570e+01,9.051228542411760003e-01
1.670869183540344238e+01,9.031554461854444105e-01
1.710801029205322266e+01,9.090486391555699930e-01
1.750364732742309570e+01,9.031607321635883867e-01
1.790501856803894043e+01,9.031581481727181115e-01
1.830800390243530273e+01,9.031579606191402210e-01
1.870866560935974121e+01,9.051139065832149999e-01
1.910879182815551758e+01,9.031432362393319035e-01
1.950137352943420410e+01,9.031385231456336982e-01
1.990890908241271973e+01,9.031359412610824311e-01
2.030389666557312012e+01,9.031358920253230727e-01
2.070806980133056641e+01,9.031363038874975491e-01
2.110800814628601074e+01,9.031282496893132672e-01
2.150035786628723145e+01,9.070517146207812686e-01
2.190937423706054688e+01,9.031199243825358547e-01
2.230687713623046875e+01,9.031209264178610141e-01
2.270240235328674316e+01,9.031163447427672519e-01
2.310824608802795410e+01,9.031106167811633334e-01
2.350707340240478516e+01,9.031100785609039727e-01
2.390582561492919922e+01,9.031083216243506184e-01
