0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.938766956329345703e+01,-1.000000000000000056e-01,-8.643715000341180010e-01,-8.643715000341180010e-01,-9.999999999999997780e-02,-3.304459240153633237e-01,6.787354680519221972e-01,6.770000000000000284e+01
6.940495038032531738e+01,-1.000000000000000056e-01,-8.632470276667607578e-01,-8.643715000341180010e-01,-1.011244723673572210e-01,-3.375636379594164627e-01,6.788280066335796725e-01,6.770000000000000284e+01
6.942552089691162109e+01,-1.000000000000000056e-01,-8.631006304389193806e-01,-8.643715000341180010e-01,-1.012708695951985982e-01,-3.380360066926880735e-01,6.788846946227866663e-01,6.770000000000000284e+01
6.944291329383850098e+01,-1.000000000000000056e-01,-8.629860651969365470e-01,-8.643715000341180010e-01,-1.013854348371814318e-01,-3.381342187510364972e-01,6.789388611138512664e-01,6.770000000000000284e+01
6.946425271034240723e+01,-1.000000000000000056e-01,-8.625323039421413096e-01,-8.643715000341180010e-01,-1.018391960919766692e-01,-3.421858344402338714e-01,6.790205103171707002e-01,6.770000000000000284e+01
6.948760771751403809e+01,-1.000000000000000056e-01,-8.625134398386274936e-01,-8.643715000341180010e-01,-1.018580601954904852e-01,-3.411491103133547087e-01,6.790675787916501394e-01,6.770000000000000284e+01
6.950297808647155762e+01,-1.000000000000000056e-01,-8.633466898866849482e-01,-8.643715000341180010e-01,-1.010248101474330307e-01,-3.338127100322494933e-01,6.790774785983044737e-01,6.770000000000000284e+01
6.952242588996887207e+01,-1.000000000000000056e-01,-8.638497527132440457e-01,-8.643715000341180010e-01,-1.005217473208739332e-01,-3.263378396949410121e-01,6.790775952506584723e-01,6.770000000000000284e+01
6.954266762733459473e+01,-1.000000000000000056e-01,-8.641949513526313575e-01,-8.643715000341180010e-01,-1.001765486814866213e-01,-3.210775922554368611e-01,6.790923741635286337e-01,6.770000000000000284e+01
6.956682753562927246e+01,-1.000000000000000056e-01,-8.641764196032449830e-01,-8.643715000341180010e-01,-1.001950804308729959e-01,-3.202701938879525256e-01,6.791374601854910376e-01,6.770000000000000284e+01
6.958497214317321777e+01,-1.000000000000000056e-01,-8.643552102752314337e-01,-8.643715000341180010e-01,-1.000162897588865452e-01,-3.172610931506830156e-01,6.791672898792144863e-01,6.770000000000000284e+01
6.960260319709777832e+01,-1.000000000000000056e-01,-8.649195636846011004e-01,-8.643715000341180010e-01,-9.945193634951687844e-02,-3.113087404038720751e-01,6.791789511139586510e-01,6.770000000000000284e+01
6.962535071372985840e+01,-1.000000000000000056e-01,-8.654377710630686282e-01,-8.643715000341180010e-01,-9.893372897104935060e-02,-3.041797460189679669e-01,6.791781589449746859e-01,6.770000000000000284e+01
6.964765691757202148e+01,-1.000000000000000056e-01,-8.659587333071774307e-01,-8.643715000341180010e-01,-9.841276672694054817e-02,-2.973379249086999243e-01,6.791784933937369262e-01,6.770000000000000284e+01
6.966378879547119141e+01,-1.000000000000000056e-01,-8.663810860327310071e-01,-8.643715000341180010e-01,-9.799041400138697178e-02,-2.919316818068977692e-01,6.791881256998826277e-01,6.770000000000000284e+01
